"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"1","/history?filters=TRANSNUM:201408695 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","4170","OCC","11001","N","C","Commercial","3","Okmulgee","111","13","DALLAS","DIF","","The First National Bank and Trust Company of Okmulgee","35.621299","-95.965119","10","2006-03-31T00:00:00","610 East Eighth Street","","Okmulgee","OK","40","74447","0000","OCC","Full","2728","0","Y","15008","223","Merger -Without Assistance","Merged and became part of The First National Bank and Trust Company of Okmulgee (4170) in Okmulgee, OK. ","0","0","0","0","N","0","C","Commercial","2014-08-09T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","10","OK","40","OCC","201408695_223_9408_2728_9408","DIF","0","0","0","0","0","10","FI","N","15008","OCC","14322","N","C","Commercial","3","Seminole","133","13","DALLAS","DIF","","First National Bank in Wewoka","35.157682","-96.491372","10","200 South Wewoka Avenue","","Wewoka","OK","40","74884","0000","OCC","","9408","2014-08-13T00:00:00","2014","OK","OCC","0","0","223","40","4170","810","Participated in Absorbtion/Consolidation/Merger","OCC","11001","N","C","Commercial","3","Okmulgee","111","13","DALLAS","DIF","","The First National Bank and Trust Company of Okmulgee","35.621299","-95.965119","P.O. Box  1037","","Okmulgee","OK","Oklahoma","74447","10","610 East Eighth Street","","Okmulgee","OK","40","74447","0000","OCC","Full","201408695","1","0","0","0","0","9408","0","0"
"4","/history?filters=TRANSNUM:201408706 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3890","OCC","6680","N","C","Commercial","3","Jefferson","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","10","2014-08-09T00:00:00","501 Main Street","","Pine Bluff","AR","5","71611","0000","OCC","Full","2536","0","Y","13081","223","Merger -Without Assistance","Merged and became part of Simmons First National Bank (3890) in Pine Bluff, AR. ","0","0","0","0","N","1","C","Commercial","2014-08-09T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","AR","0","FED","201408706_223_8270_2536_8270","DIF","0","0","0","0","0","10","FI","N","13081","STATE","0","SM","C","Commercial","13","Pope","115","13","DALLAS","DIF","","Simmons First Bank of Russellville","35.284367","-93.133449","10","800 North Arkansas Avenue","","Russellville","AR","5","72801","0000","FED","","8270","2014-08-13T00:00:00","2014","AR","OCC","1","0","223","5","3890","810","Participated in Absorbtion/Consolidation/Merger","OCC","6680","N","C","Commercial","3","Jefferson","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","501 Main Street","","Pine Bluff","AR","Arkansas","71601","10","501 Main Street","","Pine Bluff","AR","5","71611","0000","OCC","Full","201408706","1","0","0","0","0","8270","0","0"
"5","/history?filters=TRANSNUM:201408714 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3890","OCC","6680","N","C","Commercial","3","Jefferson","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","10","2014-08-09T00:00:00","501 Main Street","","Pine Bluff","AR","5","71611","0000","OCC","Full","2536","0","Y","18590","223","Merger -Without Assistance","Merged and became part of Simmons First National Bank (3890) in Pine Bluff, AR. ","0","0","0","0","N","1","C","Commercial","2014-08-09T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","10","AR","5","FED","201408714_223_12476_2536_12476","DIF","0","0","0","0","0","10","FI","N","18590","STATE","0","SM","C","Commercial","13","Chicot","17","13","DALLAS","DIF","","Simmons First Bank of South Arkansas","33.331523","-91.284506","10","417 Main Street","","Lake Village","AR","5","71653","0000","FED","None","12476","2014-08-13T00:00:00","2014","AR","OCC","1","0","223","5","3890","810","Participated in Absorbtion/Consolidation/Merger","OCC","6680","N","C","Commercial","3","Jefferson","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","501 Main Street","","Pine Bluff","AR","Arkansas","71601","10","501 Main Street","","Pine Bluff","AR","5","71611","0000","OCC","Full","201408714","1","0","0","0","0","12476","0","0"
"3","/history?filters=TRANSNUM:201408715 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3890","OCC","6680","N","C","Commercial","3","Jefferson","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","10","2014-08-09T00:00:00","501 Main Street","","Pine Bluff","AR","5","71611","0000","OCC","Full","2536","0","Y","3860","223","Merger -Without Assistance","Merged and became part of Simmons First National Bank (3890) in Pine Bluff, AR. ","0","0","0","0","N","1","C","Commercial","2014-08-09T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","AR","0","FED","201408715_223_2515_2536_2515","DIF","0","0","0","0","0","10","FI","N","3860","STATE","0","SM","C","Commercial","13","Union","139","13","DALLAS","DIF","","Simmons First Bank of Eldorado","33.218306","-92.663803","10","100 West Grove Street","","El Dorado","AR","5","71730","0000","FED","None","2515","2014-08-13T00:00:00","2014","AR","OCC","1","0","223","5","3890","810","Participated in Absorbtion/Consolidation/Merger","OCC","6680","N","C","Commercial","3","Jefferson","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","501 Main Street","","Pine Bluff","AR","Arkansas","71601","10","501 Main Street","","Pine Bluff","AR","5","71611","0000","OCC","Full","201408715","1","0","0","0","0","2515","0","0"
"4","/history?filters=TRANSNUM:201408717 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57968","STATE","0","SM","C","Commercial","13","Fairfax","59","5","ATLANTA","DIF","","SONABANK","38.934692","-77.179659","10","2012-04-27T00:00:00","6830 Old Dominion Drive","","Mclean","VA","51","22101","0000","FED","","432804","0","Y","28969","223","Merger -Without Assistance","Merged and became part of SONABANK (57968) in Mclean, VA. ","0","0","0","0","SM","1","C","Commercial","2014-08-01T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","0","MD","0","OCC","201408717_223_41803_432804_41803","DIF","0","0","0","0","0","10","FI","N","28969","OCC","0","SB","S","Savings","33","Prince George's","33","2","NEW YORK","DIF","","Prince George's Federal Savings Bank","38.817154","-76.749114","115","14804 Pratt Street","","Upper Marlboro","MD","24","20772","3016","OCC","","41803","2014-08-13T00:00:00","2014","VA","FED","1","1","223","51","57968","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","SM","C","Commercial","13","Fairfax","59","5","ATLANTA","DIF","","SONABANK","38.934692","-77.179659","10900 Nuckols Road, Suite 325","","Glen Allen","VA","Virginia","23060","10","6830 Old Dominion Drive","","Mclean","VA","51","22101","0000","FED","","201408717","0","0","0","1","0","41803","0","0"
"41","/history?filters=TRANSNUM:201408794 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","19861","STATE","0","NM","C","Commercial","21","Iredell","97","5","ATLANTA","DIF","","Yadkin Bank","35.7846873861151","-80.8816694021204","10","2014-07-04T00:00:00","325 East Front St.","","Statesville","NC","37","28677","0000","FDIC","","13652","0","Y","35006","221","Absorbtion - Without Assistance","Merged and became part of Yadkin Bank (19861) in Statesville, NC. ","0","0","0","0","NM","0","C","Commercial","2014-07-04T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","NC","37","FDIC","201408794_221_73829_13652_73829","DIF","0","0","0","0","0","10","FI","N","35006","STATE","0","NM","C","Commercial","21","Wake","183","5","ATLANTA","DIF","","Vantagesouth Bank","35.790426","-78.830726","10","1005 High House Road","","Cary","NC","37","27513","0000","FDIC","","73829","2014-08-14T00:00:00","2014","NC","FDIC","0","0","221","37","19861","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Iredell","97","5","ATLANTA","DIF","","Yadkin Bank","35.7846873861151","-80.8816694021204","P.O. Drawer 7109","","Statesville","NC","North Carolina","28687","10","325 East Front St.","","Statesville","NC","37","28677","0000","FDIC","","201408794","1","0","0","0","0","73829","0","0"
"1","/history?filters=TRANSNUM:201408865 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","18301","STATE","0","NM","C","Commercial","21","Lubbock","303","13","DALLAS","DIF","","First State Bank","33.6917","-101.996325","10","2006-03-31T00:00:00","One Commerce Park","","Shallowater","TX","48","79363","","FDIC","","12217","0","Y","3074","223","Merger -Without Assistance","Merged and became part of First State Bank (18301) in Shallowater, TX. ","0","0","0","0","NM","1","C","Commercial","2014-08-01T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","10","TX","48","OCC","201408865_223_1956_12217_1956","DIF","0","0","0","0","0","10","FI","N","3074","OCC","12619","N","C","Commercial","3","Lamb","279","13","DALLAS","DIF","","The First National Bank of Amherst","34.016689","-102.409916","10","100 Main","","Amherst","TX","48","79312","0000","OCC","","1956","2014-08-15T00:00:00","2014","TX","FDIC","1","0","223","48","18301","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Lubbock","303","13","DALLAS","DIF","","First State Bank","33.6917","-101.996325","P.O. Box  160","","Shallowater","TX","Texas","79363","10","One Commerce Park","","Shallowater","TX","48","79363","","FDIC","","201408865","1","0","0","0","0","1956","0","0"
"3","/history?filters=TRANSNUM:201408878 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","16191","STATE","0","NM","C","Commercial","21","Custer","17","14","SAN FRANCISCO","DIF","","Stockman Bank of Montana","46.406441","-105.849163","10","2006-03-31T00:00:00","700 Main Street","","Miles City","MT","30","59301","0000","FDIC","Full","10394","0","Y","8314","223","Merger -Without Assistance","Merged and became part of Stockman Bank of Montana (16191) in Miles City, MT. ","0","0","0","0","NM","0","C","Commercial","2014-07-29T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MT","0","FDIC","201408878_223_5306_10394_5306","DIF","0","0","0","0","0","10","FI","N","8314","STATE","0","NM","C","Commercial","21","Judith Basin","45","14","SAN FRANCISCO","DIF","","Basin State Bank","47.145429","-110.159594","10","103 Central Avenue","","Stanford","MT","30","59479","0000","FDIC","","5306","2014-08-15T00:00:00","2014","MT","FDIC","0","0","223","30","16191","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Custer","17","14","SAN FRANCISCO","DIF","","Stockman Bank of Montana","46.406441","-105.849163","P.O. Box  250","","Miles City","MT","Montana","59301","10","700 Main Street","","Miles City","MT","30","59301","0000","FDIC","Full","201408878","1","0","0","0","0","5306","0","0"
"5","/history?filters=TRANSNUM:201408978 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","15565","STATE","0","NM","C","Commercial","21","Williamson","199","9","CHICAGO","DIF","","The Bank of Marion","37.731026","-88.927393","10","2006-03-31T00:00:00","300 Tower  Square","","Marion","IL","17","62959","0000","FDIC","","9857","0","Y","3796","223","Merger -Without Assistance","Merged and became part of The Bank of Marion (15565) in Marion, IL. ","0","0","0","0","NM","0","C","Commercial","2014-08-18T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IL","0","FDIC","201408978_223_2459_9857_2459","DIF","0","0","0","0","0","10","FI","N","3796","STATE","0","NM","C","Commercial","21","Jackson","77","9","CHICAGO","DIF","","First Southern Bank","37.727453","-89.213397","10","301 East Main Street","","Carbondale","IL","17","62901","0000","FDIC","","2459","2014-08-19T00:00:00","2014","IL","FDIC","0","0","223","17","15565","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Williamson","199","9","CHICAGO","DIF","","First Southern Bank","37.731026","-88.927393","P.O. Box  580","","Marion","IL","Illinois","62959","10","300 Tower  Square","","Marion","IL","17","62959","0000","FDIC","","201408978","1","0","0","0","0","2459","0","0"
"3","/history?filters=TRANSNUM:201409123 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","25103","STATE","0","NM","C","Commercial","21","Lubbock","303","13","DALLAS","DIF","","City Bank","33.560491","-101.923214","10","2010-10-28T00:00:00","5219 City Bank Parkway","","Lubbock","TX","48","79407","","FDIC","Full","17373","0","Y","57302","223","Merger -Without Assistance","Merged and became part of City Bank (25103) in Lubbock, TX. ","0","0","0","0","NM","0","C","Commercial","2014-08-16T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","NM","0","FDIC","201409123_223_360836_17373_360836","DIF","0","0","0","0","0","10","FI","N","57302","STATE","0","NM","C","Commercial","21","Lincoln","27","13","DALLAS","DIF","","City Bank New Mexico","33.3590999999999","-105.664181","10","1096 Mechem Drive","","Ruidoso","NM","35","88345","0000","FDIC","","360836","2014-08-20T00:00:00","2014","TX","FDIC","0","1","223","48","25103","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Lubbock","303","13","DALLAS","DIF","","City Bank","33.560491","-101.923214","P.O. Box  5060","","Lubbock","TX","Texas","79408","10","5219 City Bank Parkway","","Lubbock","TX","48","79407","","FDIC","Full","201409123","1","0","0","0","0","360836","0","0"
"1","/history?filters=TRANSNUM:201409293 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","27677","OCC","713558","SB","S","Savings","33","Buncombe","21","5","ATLANTA","DIF","","HomeTrust Bank","35.5982939031679","-82.5525279209128","115","2014-05-31T00:00:00","10 Woodfin Street","","Asheville","NC","37","28801","","OCC","","40511","0","Y","58134","223","Merger -Without Assistance","Merged and became part of HomeTrust Bank (27677) in Asheville, NC. ","0","0","0","0","SB","1","S","Savings","2014-08-01T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","NC","0","FDIC","201409293_223_440378_40511_440378","DIF","0","0","0","0","0","115","FI","N","58134","STATE","0","NM","C","Commercial","21","Mecklenburg","119","5","ATLANTA","DIF","","Bank of Commerce","35.211949","-80.82679","10","100 Queens Road","","Charlotte","NC","37","28204","0000","FDIC","","440378","2014-08-20T00:00:00","2014","NC","OCC","1","0","223","37","27677","810","Participated in Absorbtion/Consolidation/Merger","OCC","713558","SB","S","Savings","33","Buncombe","21","5","ATLANTA","DIF","","HomeTrust Bank","35.5982939031679","-82.5525279209128","P.O. Box 10","","Asheville","NC","North Carolina","28802","115","10 Woodfin Street","","Asheville","NC","37","28801","","OCC","","201409293","0","1","0","0","0","440378","0","0"
"2","/history?filters=TRANSNUM:201409344 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","6600","OCC","56","N","C","Commercial","3","Butler","17","9","CHICAGO","DIF","","First Financial Bank, National Association","39.3992374950155","-84.5599925453189","10","2014-08-07T00:00:00","300 High Street","","Hamilton","OH","39","45011","0000","OCC","Full","4419","0","Y","58215","223","Merger -Without Assistance","Merged and became part of First Financial Bank, National Association (6600) in Hamilton, OH. ","0","0","0","0","N","1","C","Commercial","2014-08-07T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","OH","39","FDIC","201409344_223_442540_4419_442540","DIF","0","0","0","0","0","10","FI","N","58215","STATE","0","NM","C","Commercial","21","Franklin","49","9","CHICAGO","DIF","","Insight Bank","40.10801","-83.0208609999999","10","150 West Wilson Bridge Road","","Worthington","OH","39","43085","0000","FDIC","","442540","2014-08-21T00:00:00","2014","OH","OCC","1","0","223","39","6600","810","Participated in Absorbtion/Consolidation/Merger","OCC","56","N","C","Commercial","3","Butler","17","9","CHICAGO","DIF","","First Financial Bank, National Association","39.3992374950155","-84.5599925453189","255 East Fifth Street","","Cincinnati","OH","Ohio","45202","10","300 High Street","","Hamilton","OH","39","45011","0000","OCC","Full","201409344","1","0","0","0","0","442540","0","0"
"1","/history?filters=TRANSNUM:201409345 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","6600","OCC","56","N","C","Commercial","3","Butler","17","9","CHICAGO","DIF","","First Financial Bank, National Association","39.3992374950155","-84.5599925453189","10","2014-08-07T00:00:00","300 High Street","","Hamilton","OH","39","45011","0000","OCC","Full","4419","0","Y","58022","223","Merger -Without Assistance","Merged and became part of First Financial Bank, National Association (6600) in Hamilton, OH. ","0","0","0","0","N","1","C","Commercial","2014-08-07T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SI","S","Savings","DIF","0","0","0","OH","0","FDIC","201409345_223_433917_4419_433917","DIF","0","0","0","0","0","10","FI","N","58022","STATE","0","SI","S","Savings","41","Franklin","49","9","CHICAGO","DIF","","The First Bexley Bank","39.95712","-82.9271009999999","115","2680 East Main Street","","Bexley","OH","39","43209","0000","FDIC","","433917","2014-08-21T00:00:00","2014","OH","OCC","1","0","223","39","6600","810","Participated in Absorbtion/Consolidation/Merger","OCC","56","N","C","Commercial","3","Butler","17","9","CHICAGO","DIF","","First Financial Bank, National Association","39.3992374950155","-84.5599925453189","255 East Fifth Street","","Cincinnati","OH","Ohio","45202","10","300 High Street","","Hamilton","OH","39","45011","0000","OCC","Full","201409345","0","0","0","1","0","433917","0","0"
"1","/history?filters=TRANSNUM:201409446 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","30985","OCC","706210","SB","S","Savings","37","Alpena","7","9","CHICAGO","DIF","","First Federal of Northern Michigan","45.061757003452","-83.433750031252","125","2011-07-21T00:00:00","100 South Second Avenue","","Alpena","MI","26","49707","2814","OCC","","43819","0","Y","57029","223","Merger -Without Assistance","Merged and became part of First Federal of Northern Michigan (30985) in Alpena, MI. ","0","0","0","0","SB","1","S","Savings","2014-08-09T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MI","0","FDIC","201409446_223_301173_43819_301173","DIF","0","0","0","0","0","125","FI","N","57029","STATE","0","NM","C","Commercial","21","Alpena","7","9","CHICAGO","DIF","","Bank of Alpena","45.056535","-83.451984","10","468 Ripley Boulevard","","Alpena","MI","26","49707","0000","FDIC","","301173","2014-08-21T00:00:00","2014","MI","OCC","1","0","223","26","30985","810","Participated in Absorbtion/Consolidation/Merger","OCC","706210","SB","S","Savings","37","Alpena","7","9","CHICAGO","DIF","","First Federal of Northern Michigan","45.061757003452","-83.433750031252","100 South Second Avenue","","Alpena","MI","Michigan","49707","125","100 South Second Avenue","","Alpena","MI","26","49707","2814","OCC","","201409446","0","1","0","0","0","301173","0","0"
"7","/history?filters=TRANSNUM:201409524 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","20504","STATE","0","NM","C","Commercial","21","Colquitt","71","5","ATLANTA","DIF","","Ameris Bank","31.1776264231941","-83.7887994812509","10","2013-12-23T00:00:00","225 South Main Street","","Moultrie","GA","13","31768","0000","FDIC","Limited","14145","0","Y","20134","223","Merger -Without Assistance","Merged and became part of Ameris Bank (20504) in Moultrie, GA. ","0","0","0","0","NM","0","C","Commercial","2014-07-01T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201409524_223_13831_14145_13831","DIF","0","0","0","0","0","10","FI","N","20134","STATE","0","NM","C","Commercial","21","Chatham","51","5","ATLANTA","DIF","","The Coastal Bank","32.0804371066882","-81.0922338430166","10","18 West Bryan Street","","Savannah","GA","13","31401","0000","FDIC","","13831","2014-08-22T00:00:00","2014","GA","FDIC","0","0","223","13","20504","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Colquitt","71","5","ATLANTA","DIF","","Ameris Bank","31.1776264231941","-83.7887994812509","3490 Piedmont Road, NE","","Atlanta","GA","Georgia","30305","10","225 South Main Street","","Moultrie","GA","13","31768","0000","FDIC","Limited","201409524","1","0","0","0","0","13831","0","0"
"2","/history?filters=TRANSNUM:201409526 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","15126","STATE","0","NM","C","Commercial","21","Vernon","123","9","CHICAGO","DIF","","Farmers State Bank","43.650155","-90.34046","10","2006-03-31T00:00:00","726 Water Avenue","","Hillsboro","WI","55","54634","0000","FDIC","","9498","0","Y","15127","223","Merger -Without Assistance","Merged and became part of Farmers State Bank (15126) in Hillsboro, WI. ","0","0","0","0","NM","0","C","Commercial","2014-07-01T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","WI","55","FDIC","201409526_223_9499_9498_9499","DIF","0","0","0","0","0","10","FI","N","15127","STATE","0","NM","C","Commercial","21","Vernon","123","9","CHICAGO","DIF","","La Farge State Bank","43.574321","-90.636581","10","119 Main St","","LA Farge","WI","55","54639","0000","FDIC","","9499","2014-08-22T00:00:00","2014","WI","FDIC","0","0","223","55","15126","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Vernon","123","9","CHICAGO","DIF","","Farmers State Bank","43.650155","-90.34046","P.O. Box 405","","Hillsboro","WI","Wisconsin","54634","10","726 Water Avenue","","Hillsboro","WI","55","54634","0000","FDIC","","201409526","1","0","0","0","0","9499","0","0"
"1","/history?filters=TRANSNUM:201409528 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","4433","OCC","4677","N","C","Commercial","3","Cerro Gordo","33","11","KANSAS CITY","DIF","","First Citizens National Bank","43.148241951506","-93.2395110286103","10","2006-03-31T00:00:00","2601 Fourth Street, S.W.","","Mason City","IA","19","50401","0000","OCC","Full","2929","0","Y","8220","223","Merger -Without Assistance","Merged and became part of First Citizens National Bank (4433) in Mason City, IA. ","0","0","0","0","N","1","C","Commercial","2014-07-01T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","MN","0","FED","201409528_223_5243_2929_5243","DIF","0","0","0","0","0","10","FI","N","8220","STATE","0","SM","C","Commercial","13","Kanabec","65","11","KANSAS CITY","DIF","","Kanabec State Bank","45.876011","-93.287478","10","730 Forest Ave. E","","Mora","MN","27","55051","0000","FED","","5243","2014-08-22T00:00:00","2014","IA","OCC","1","1","223","19","4433","810","Participated in Absorbtion/Consolidation/Merger","OCC","4677","N","C","Commercial","3","Cerro Gordo","33","11","KANSAS CITY","DIF","","First Citizens National Bank","43.148241951506","-93.2395110286103","2601 4th Street Southwest","","Mason City","IA","Iowa","50402","10","2601 Fourth Street, S.W.","","Mason City","IA","19","50401","0000","OCC","Full","201409528","1","0","0","0","0","5243","0","0"
"3","/history?filters=TRANSNUM:201410154 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","22537","STATE","0","NM","C","Commercial","21","Cullman","43","5","ATLANTA","DIF","","Peoples Bank of Alabama","34.1499609999999","-86.8442639999999","10","2014-04-30T00:00:00","1912 Cherokee Avenue, Sw","","Cullman","AL","1","35055","0000","FDIC","Limited","15719","0","Y","58842","223","Merger -Without Assistance","Merged and became part of Peoples Bank of Alabama (22537) in Cullman, AL. ","0","0","0","0","NM","0","C","Commercial","2014-08-18T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","AL","0","FDIC","201410154_223_469910_15719_469910","DIF","0","0","0","0","0","10","FI","N","58842","STATE","0","NM","C","Commercial","21","Cherokee","19","5","ATLANTA","DIF","","Generations Bank","34.160977","-85.679468","10","1285 Chestnut Bypass","","Centre","AL","1","35960","0000","FDIC","","469910","2014-08-28T00:00:00","2014","AL","FDIC","0","0","223","1","22537","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Cullman","43","5","ATLANTA","DIF","","Peoples Bank of Alabama","34.1499609999999","-86.8442639999999","1912 Cherokee Avenue S.W.","","Cullman","AL","Alabama","35055","10","1912 Cherokee Avenue, Sw","","Cullman","AL","1","35055","0000","FDIC","Limited","201410154","1","0","0","0","0","469910","0","0"
